request type,LIC
08c261a99bdc43eca8d23cd02c07f90c.effb31dd6dc54364bc3f6e8e0d530b5f,1.0
02219cb05db64427a8fb59e3ef608844.aa22b4ddbc8c4005a0f3fb4273637bb5,1.0
02219cb05db64427a8fb59e3ef608844.bfa7e751fe254ed08b0a7617977920a1,1.0
d404478368d842a4a9a249cfce11815c.292a41d057514727950649c61e209013,1.0
47c61dc106fe4537b37851383630273f.3a52feb9e2ed4e788f79c840bf6351ea,1.0
89595af3ea9c4c989a108ab7cbee68a3.00d6c01d64da41248a2527c7845c277a,1.0
d3e99c7b9817486b967d67a28ede8014.98cecf2900ee4a868741db05c189c829,1.0
e4a90a96765540069468eb92f68cabb3.248e5c061bf04e9db210c4af8d7d1159,1.0
03b23c40aa9c427b9452087f62bb407f.a89ca0c057024e8999d9b8447c977a5d,1.0
ded93a46951a4850856f972c8608ef58.59cae8a945754fedbacf21e31381a829,1.0
46761f9c081d440a9469b6c42ce92d6b.446abc74ad5f4a2a8a951ab09ac7384e,1.0
9b7d667746c34e4797a35694a7038680.79857a0da88e4187a93539de29717e46,1.0
02219cb05db64427a8fb59e3ef608844.2922d3820bf746f4aeabcb3cffe79b43,1.0
3e375d8ff13246daaf0540da6e7cd404.92aaae7ecac64a82831b780245a4512f,1.0
d3e99c7b9817486b967d67a28ede8014.e4591a911769473c9eb5c78c8078d2e2,1.0
8ba7bde9a6e54fa691ec69a34fb98f2c.a0ceeb5ead1a459aa81ff6fb491e7a74,1.0
7e17eca51cff4ebd8a3f8be4cecdb6a8.00d6c01d64da41248a2527c7845c277a,1.0
03b23c40aa9c427b9452087f62bb407f.030f98bd81e64d5eabc27598f5520a1b,1.0
4af2df2d3b344fbc87b7ab714f734cff.dd6c602cd70846e38e46904d3bb502c7,1.0
02219cb05db64427a8fb59e3ef608844.afd5182a10e34eba919476e4353e34b1,1.0
9091db15481d45109ecd42f0f4220dbd.fa5954e8d4f7480d93dea2507d1afa6f,1.0
9091db15481d45109ecd42f0f4220dbd.a401e6927b09402487c25e376f9c016c,1.0
67de8301350246c8a6ea999616f4de22.4e9a42cab27b4f74be2d1b07ecba956e,1.0
d404478368d842a4a9a249cfce11815c.77899d8594a24f21973d49f2add15a5e,1.0
9091db15481d45109ecd42f0f4220dbd.7303c2c840f5455fba14756e2c96e145,1.0
47c61dc106fe4537b37851383630273f.abf805b4e2ef47f0966742755d616da1,1.0
4ddf82eb6e5d48dfaf1df405c3b37a81.9d836bb0d2eb4b699af6ff51f2a78f02,1.0
29a08ff4530a4e3394028db1078830c1.effb31dd6dc54364bc3f6e8e0d530b5f,1.0
47c61dc106fe4537b37851383630273f.46cd5c8583a640c589b15c543e202fa8,1.0
aa983374928c49bf86381595d2fe005c.c4473e86c1114a72a8209158b8d262de,1.0
02219cb05db64427a8fb59e3ef608844.f0cfc03c29d54392bfb44a66c8f9fb08,1.0
47c61dc106fe4537b37851383630273f.1a0bb979b6c94715b2507031f4175aa6,1.0
4af2df2d3b344fbc87b7ab714f734cff.93f69e87869c427ba9ca483ca1bfffb6,1.0
8f9ea551a5ad4235849450e7ca2e2fae.18b9d96008ba4b2f8d9ce12f23c329f3,1.0
02219cb05db64427a8fb59e3ef608844.7def152240b4405b866c149a056d98e7,1.0
47c61dc106fe4537b37851383630273f.95738272905a4d64a4545bced3af0e1b,1.0
e4a90a96765540069468eb92f68cabb3.f9fa1ce6d99d4e2f918df6876b54fd48,1.0
e4a90a96765540069468eb92f68cabb3.b250e206064e4d4b8e1b9b77b72ce6e5,1.0
9091db15481d45109ecd42f0f4220dbd.d0f530051c0549d488d61dd4bbe17de8,1.0
d3e99c7b9817486b967d67a28ede8014.c7d293de3b2d42e6a85e4dced74fe07c,1.0
55594061a8f7430fb07fc281cfccc75e.d6ce4ec83b534addb35fd4708818ab3b,1.0
c3afb2148da6489bb918fb0a4e431b2d.00d6c01d64da41248a2527c7845c277a,1.0
9091db15481d45109ecd42f0f4220dbd.1bc892e15d0b4bc39d20929c42a7e4fe,1.0
55594061a8f7430fb07fc281cfccc75e.ddbdb2854ea4468cbec47a19038347d0,1.0
4af2df2d3b344fbc87b7ab714f734cff.eeb1f5c9d3404874a451852a337b8ab1,1.0
c1e55109fee14b3ea7630941c51c5523.a1d3869840684d74a1b4c1101c4de6c1,1.0
d3e99c7b9817486b967d67a28ede8014.4803d4fefeb14ba4be246fb4fdaedf6a,1.0
d3e99c7b9817486b967d67a28ede8014.bc6a8a35b1f7487dab7d58f02cf71d4b,1.0
c1e55109fee14b3ea7630941c51c5523.2873a72670ae4d3a9151c098f8fe10e4,1.0
43b9188c92724c1c9b9a7e75d8f9d2ed.8f508c4a606043d19d3653b8e51f32ac,1.0
3e375d8ff13246daaf0540da6e7cd404.821d18741f03460fa873a630bd805cd3,1.0
03b23c40aa9c427b9452087f62bb407f.df13dab6b1ae4165b6774300296d12bb,1.0
d3e99c7b9817486b967d67a28ede8014.f9fca5f3d55a441d9457385c4230683f,1.0
856fa0ab2e38414999df460031f379b2.ba9ab7e88c4c41c4a8ebb9b349c1aa38,1.0
47c61dc106fe4537b37851383630273f.68544f71de43487bab5bc312cd85f77b,1.0
4ddf82eb6e5d48dfaf1df405c3b37a81.d2f1735c70504c0a9c570a2692d756e9,1.0
9091db15481d45109ecd42f0f4220dbd.f49b1db217e246848bbe9a7520b75bb8,1.0
afa1f473fb924cfb8f53cb532170b583.543ed9cb98544616909eae8fb6b0ed6b,1.0
55594061a8f7430fb07fc281cfccc75e.87a4fa1cf6084fd6b135ecde4ddd0649,1.0
02219cb05db64427a8fb59e3ef608844.8bd1baab0c7b4ca2a48f5bdd281247bc,1.0
228cbf320bf74d88a1839080a9a80e79.f4ae146b18a54c0a831156f26ba7c8ea,1.0
9091db15481d45109ecd42f0f4220dbd.c33f0af3c0f2427fb15baa941137d590,1.0
5b524c4b43434e2aae91467d466d828c.3c67e5411289487c889f8edaf4dcd97b,1.0
d3e99c7b9817486b967d67a28ede8014.5c91774cc48f419c9843ae8f6ed7271c,1.0
228cbf320bf74d88a1839080a9a80e79.b0d5edf24a0f4e7c81cf5b3fc97e4184,1.0
55594061a8f7430fb07fc281cfccc75e.6930c8b3d97946b29ce53e4d0d061a30,1.0
3dfd0c327b5d415b8061f0f9e04e01b7.427be9007fe94effafe0123f8230e379,1.0
4af2df2d3b344fbc87b7ab714f734cff.0b9567f59dd848438847f7d2c5a6e26d,1.0
8eb77985f2254345ba3c37019b2f4636.4d8d3dc91985449cb96fcda2a76aa991,1.0
03b23c40aa9c427b9452087f62bb407f.0439f7bea5484d0e81523323102d7c9b,1.0
d404478368d842a4a9a249cfce11815c.7225addba8e645d0a32270063488feed,1.0
02219cb05db64427a8fb59e3ef608844.fbbcabe5f7274ac8a449aa3ed9048447,1.0
b86c4cbd26a647f59f2da5dab49adf1a.a5e1d2c29b81432c82cfa117174b3549,1.0
3b4424c38fea470389fda1eb4a99d5ed.c86196407a744db0af4fe1b01f0b705a,1.0
d70d53f4b273433ab66ca0c7f8ef8ad9.00d6c01d64da41248a2527c7845c277a,1.0
d404478368d842a4a9a249cfce11815c.b6f18b4b0547474cb8eb72b303905cd7,1.0
02219cb05db64427a8fb59e3ef608844.3db9821807b049658476ae4ea89ca2ce,1.0
ded93a46951a4850856f972c8608ef58.3271b442a292401e9b596e17c71a54b6,1.0
a264bf617ee44dd497fe4d7a9de63a14.c1dd0766ee7f4100a90b7b32e0e19fad,1.0
fa2cbe6b2c574161b925ffc6bdd7742c.04aff6ce9e07470f8d603f8501b3884c,1.0
43b9188c92724c1c9b9a7e75d8f9d2ed.e5e3d471b3c44d9b88938abf93c7aea1,1.0
02219cb05db64427a8fb59e3ef608844.34702a817fd64921bab1891f517050d5,1.0
39cf6257f30d435cb7fa1a2c64e8b66a.00d6c01d64da41248a2527c7845c277a,1.0
03b23c40aa9c427b9452087f62bb407f.b1b96af2af794f7aa0d457a41a8a4bf8,1.0
cffb5ba6ad274d42845684319b024de6.00d6c01d64da41248a2527c7845c277a,1.0
37ad67cdbcf441b2992bd23d1d2961c9.0674b349c44c4e67886785dfcb26decb,1.0
a18f2cb323644662bdbec9508ae86bf7.00d6c01d64da41248a2527c7845c277a,1.0
55594061a8f7430fb07fc281cfccc75e.685a1cd6bac64dea89c650dd09e10f68,1.0
02219cb05db64427a8fb59e3ef608844.1f4d4a7b3e854c3db44315ba9344a012,1.0
47c61dc106fe4537b37851383630273f.459f6965d5d24ee8b81345f5c4f9cf58,1.0
ca0f854c5b65474d9cdfa3c5304272a1.3c7a534810f649f6b55f24bf63528eb4,1.0
fe7084d7e1bb4b3f9d2262dc49c4d21d.29de36aa0ee244739760144b9c982190,1.0
47c61dc106fe4537b37851383630273f.653f89adf20b4eb88b5a163d8546ccc7,1.0
02219cb05db64427a8fb59e3ef608844.6e45ae6835454cd0bc490ffdab0680df,1.0
02219cb05db64427a8fb59e3ef608844.2afbf8bf525f4a7c8c664ff87b699122,1.0
8ba7bde9a6e54fa691ec69a34fb98f2c.a470db9a61874c6288fcfc30563e1d51,1.0
c81ab4013b7746c3999d1e2d8929b404.00d6c01d64da41248a2527c7845c277a,1.0
03b23c40aa9c427b9452087f62bb407f.715c552179424c258ff81d538f5d0a8c,1.0
900a78c7b7834f9480c83d002512124b.79857a0da88e4187a93539de29717e46,1.0
02219cb05db64427a8fb59e3ef608844.52b1227d0afc44528883eacb7c877924,1.0
d3e99c7b9817486b967d67a28ede8014.0b329c641d974f9591488a736bdd6487,1.0
ded93a46951a4850856f972c8608ef58.85493a75604243678f495d500cd4c28c,1.0
47c61dc106fe4537b37851383630273f.3df817faa3f641c8a9e89c0f77c57053,1.0
02219cb05db64427a8fb59e3ef608844.701d5f307c7242c3a85ce4054810055e,1.0
9091db15481d45109ecd42f0f4220dbd.e4982f97441a49cb82d495b254ee8478,1.0
87173eaeeba64e47888e2a9b564893ce.e537de49d89945348d70b806ce2da2cd,1.0
47c61dc106fe4537b37851383630273f.00393ff59dff43cabec6bb5a77464074,1.0
67de8301350246c8a6ea999616f4de22.3546d70cb2404ad49b717603b0a8071a,1.0
47c61dc106fe4537b37851383630273f.88e2dcff5b2343cd987048899b51fe05,1.0
3094827e1d0e426aad889254934410b4.fc9e9f5c5c3f4fa28a5fa93c9ea2230d,1.0
c1e55109fee14b3ea7630941c51c5523.04f9dd45e94e492f9f3267e4055fc73b,1.0
47c61dc106fe4537b37851383630273f.de374c1afd7e414ca0cd44142b54a43e,1.0
5b524c4b43434e2aae91467d466d828c.3a4838559f6c4ce78aab2d48c7c27b8a,1.0
47c61dc106fe4537b37851383630273f.04076a889d5247f283202d96d17b2503,1.0
4ddf82eb6e5d48dfaf1df405c3b37a81.d7d13b98382b4bf8a29e7ce9b45a8670,1.0
5b524c4b43434e2aae91467d466d828c.f7a9ab3cc4c3414298fabecec31e790e,1.0
2cbd63aa5dfd4ef2b5eb3938fc288584.305031d996864f5083f1c72fde3dc186,1.0
67de8301350246c8a6ea999616f4de22.82e0504b230d44c8b9b6a29e7d63b1cd,1.0
43b9188c92724c1c9b9a7e75d8f9d2ed.7194f58fd54e4f0096f86cb158ae5787,1.0
9091db15481d45109ecd42f0f4220dbd.00d6c01d64da41248a2527c7845c277a,1.0
9091db15481d45109ecd42f0f4220dbd.19baa270f1c84e3eb0e4474de7f8ffb5,1.0
c1e55109fee14b3ea7630941c51c5523.e30e5e51eeef477ba379c5bfa9e6efc6,1.0
9091db15481d45109ecd42f0f4220dbd.c848bcd40aff46e0ab96235bfc35b095,1.0
d3e99c7b9817486b967d67a28ede8014.15ba2c4178394c28a49c153f49cd756a,1.0
d404478368d842a4a9a249cfce11815c.ec4b8779c7b642a290d81a37b22aebd2,1.0
d3e99c7b9817486b967d67a28ede8014.ec75412e11f24e27b2fc04f05a86af5b,1.0
47c61dc106fe4537b37851383630273f.13f4b974ce6b448db1cf5671b7a34aac,1.0
4e7f002b5d5f4561a1d31de4833e5b55.0f1591f7ee5043a5a07fa4275fdebb37,1.0
b2ebd63eb4684f5489fb2bcf07f37960.d2bc0f6f37e848d4850d53c168381496,1.0
3dfd0c327b5d415b8061f0f9e04e01b7.6b0fc1c9cfb441bcb8e0a00d3c8d82ae,1.0
47c61dc106fe4537b37851383630273f.a538871acb8a409eb9e475c1ffb13cae,1.0
3237b5c9c7704822b750d83fad070f79.00d6c01d64da41248a2527c7845c277a,1.0
63f3b0744a304ff8825d7836a486aec6.00d6c01d64da41248a2527c7845c277a,1.0
cce0b9f5adba48a2b1684f38d2334fa6.79857a0da88e4187a93539de29717e46,1.0
c082c2c5106e4a4da73e56b37320347e.00d6c01d64da41248a2527c7845c277a,1.0
02219cb05db64427a8fb59e3ef608844.d545545471734cd0979cba687ac7596e,1.0
994cdf8286a34d04b4c5180b86629952.00d6c01d64da41248a2527c7845c277a,1.0
9091db15481d45109ecd42f0f4220dbd.396c41f97ab04ee78186594f70a5f876,1.0
02219cb05db64427a8fb59e3ef608844.387424bc625b40dd97e31485e21b5ccc,1.0
c11ca0d7f4454f908fb601a4a1a3c1f0.effb31dd6dc54364bc3f6e8e0d530b5f,1.0
2f392262967a4988bfbe431075f329f9.d3d6a74f218f472fbab76bf92f89e247,1.0
02219cb05db64427a8fb59e3ef608844.babf405c4c37413b9b87d1ec38a4851d,1.0
8ba7bde9a6e54fa691ec69a34fb98f2c.4ccfeaf1151346db88006e23ee933dad,1.0
d3e99c7b9817486b967d67a28ede8014.6f8e2286061d4942894b9f6bd2b80f82,1.0
47c61dc106fe4537b37851383630273f.4d6cafafb77d4dc786b29395cd40f5cb,1.0
d3e99c7b9817486b967d67a28ede8014.4a81ecff26594e02903f6fdcabb6a70d,1.0
8ba7bde9a6e54fa691ec69a34fb98f2c.e0a873cec82748f7ae19bee7d34056e5,1.0
3719af9129114325bc6eb4eb8483962f.0f31dd3585e541ee8f52b99ed77d6ce1,1.0
edacaf9589524b5c9b9b4b35f3c58db6.f56948da9830492ca667b07e851d6ccf,1.0
0fb6131d6287478b8d032efe71223592.722e97ff20a040f8839223f60b5690fe,1.0
ded93a46951a4850856f972c8608ef58.8f883f25b370422fbddb32f3c770a6f6,1.0
8ba7bde9a6e54fa691ec69a34fb98f2c.276bcfade9aa434ea605b7ed56c47966,1.0
d3e99c7b9817486b967d67a28ede8014.1eafdea8dfba492ca31678e640979c0e,1.0
09414dac5e1f406aba7afa3a9cda3df6.cdb5dadb4c7a4071935dc07e2b92fb20,1.0
8ba7bde9a6e54fa691ec69a34fb98f2c.0f3a95e8e300419c96e1b93312870179,1.0
62c789191edb4db388cc4725f178f52a.63bfc80c853d4658b39037492da31fa1,1.0
47c61dc106fe4537b37851383630273f.b66a35652d2c4c7888a5120f6d92323f,1.0
43b9188c92724c1c9b9a7e75d8f9d2ed.2d2c2c4775b04c278911edfc60778d9c,1.0
02219cb05db64427a8fb59e3ef608844.374bcaaeb1ef4fae9277b5fb6d3464e0,1.0
3d2ff14445ab4d58aee26578a71a6cfb.79857a0da88e4187a93539de29717e46,1.0
8ba7bde9a6e54fa691ec69a34fb98f2c.8e95fb07917d48658ffb1844121c600b,1.0
47c61dc106fe4537b37851383630273f.eb575789d19b4fc8bf0d19b5bca7938a,1.0
47c61dc106fe4537b37851383630273f.1dde6a02ec744c4ba4b0feeaf3086ff3,1.0
02219cb05db64427a8fb59e3ef608844.9b45e56cdfd640229166e037aaf96b46,1.0
43b9188c92724c1c9b9a7e75d8f9d2ed.50de5a05e10f435aa3f9c849308a217d,1.0
47c61dc106fe4537b37851383630273f.04cb7fa41ff64227a370188a0b71be67,1.0
d42d11960a0742b3a19c0de6c11012c0.5c0dc3f6a3be4c6f8046ee9691cbf8a1,1.0
cafdc197849145048e7cabbd0a6dcc3e.dd94d57cbb2846299a37ea12e868c34f,1.0
02219cb05db64427a8fb59e3ef608844.d897698324e5408f9792061b5ba96b72,1.0
d3e99c7b9817486b967d67a28ede8014.0f8536fe190c4c06b8cf62276983362b,1.0
02219cb05db64427a8fb59e3ef608844.29435c5d4f5b410a875caeccc9f82773,1.0
43b9188c92724c1c9b9a7e75d8f9d2ed.8f27da5448b94a248a365f482798f5a0,1.0
d3e99c7b9817486b967d67a28ede8014.b5de062fb19a43ce8d944050de0275ea,1.0
4af2df2d3b344fbc87b7ab714f734cff.ed1ad75d25834f07b4acc38675145825,1.0
3e375d8ff13246daaf0540da6e7cd404.e462c8725bf9400597efcae274c3e4ce,1.0
3b4424c38fea470389fda1eb4a99d5ed.5da37a2c957f4e5d93077b53d875e521,1.0
920c0825a4cb4eaa9c94891e89c843b1.cbeb0c33715d42c5a985e4ecda3de927,1.0
39b6f1633cf34dd99669f13a5aee1d7c.00d6c01d64da41248a2527c7845c277a,1.0
4b27a705e1f14573a81e063657bb4b8f.00d6c01d64da41248a2527c7845c277a,1.0
7e8ba38561f248e5b56fb1d34c3589e3.00d6c01d64da41248a2527c7845c277a,1.0
0ea50e90c2fd45a3847eb45c373e95e0.a1aab201090948c19996a293eb9803fc,1.0
1706f2245980477b892177cef1ab28ca.ece4fdf68bd3475a9c66a365c392ad3c,1.0
d404478368d842a4a9a249cfce11815c.537226317b24473db735df92b763e480,1.0
9091db15481d45109ecd42f0f4220dbd.09a9348c40eb4eec8096b3d6727b6e86,1.0
d404478368d842a4a9a249cfce11815c.055619bee03e4780b567c83d3d4629d1,1.0
02219cb05db64427a8fb59e3ef608844.6962d0d0461b46d784124f2bab82190b,1.0
d3e99c7b9817486b967d67a28ede8014.8bfd953dd9ab4d7d844eae96053f2d93,1.0
4de156a06fd84561bc6d28be70bb0066.00d6c01d64da41248a2527c7845c277a,1.0
d404478368d842a4a9a249cfce11815c.2bfd1dbf2c3244e2a40e1c9a1ec82f35,1.0
39cf6257f30d435cb7fa1a2c64e8b66a.effb31dd6dc54364bc3f6e8e0d530b5f,1.0
a18f2cb323644662bdbec9508ae86bf7.effb31dd6dc54364bc3f6e8e0d530b5f,1.0
47c61dc106fe4537b37851383630273f.99329530b55b446b8dea45d1eeafd15e,1.0
00b30849693646d79a9c5622bfcacace.711f0b0b30af4e35808f9d31a9a19228,1.0
46761f9c081d440a9469b6c42ce92d6b.00d6c01d64da41248a2527c7845c277a,1.0
02219cb05db64427a8fb59e3ef608844.23c044e9604d4c38983cd1bf81ab8ff7,1.0
43b9188c92724c1c9b9a7e75d8f9d2ed.992b1d812430480983b56dfbc93d79b9,1.0
55594061a8f7430fb07fc281cfccc75e.48faabddb99b4fb49fcc7b127929af63,1.0
0ea50e90c2fd45a3847eb45c373e95e0.819de6c2b6fe48b6aa4d70c3475bd575,1.0
2f392262967a4988bfbe431075f329f9.fd72fe64159d42ce9597e978e8649063,1.0
3c7568147621435481c85f6f31dcfdaa.a5d27974ae5a4807bd7d59fce4bfd84e,1.0
ce539b5c4243488882f2d588b5c52287.454facbe7c7b4cb0abdab9d3dc165886,1.0
aa983374928c49bf86381595d2fe005c.d1df9bee0d2e4bb38ab453e7268cf7db,1.0
47c61dc106fe4537b37851383630273f.dba9d446537c42918f16173d8bd0197b,1.0
03b23c40aa9c427b9452087f62bb407f.a4396349b347402fa370637e92b00e9b,1.0
d3e99c7b9817486b967d67a28ede8014.b0178ff4e0a84bc5a898ed2ac63f3b69,1.0
02219cb05db64427a8fb59e3ef608844.7e03947bef06478cb0ffc5b90656e844,1.0
bc021882a9c641ebb8d834c319b48a9b.00d6c01d64da41248a2527c7845c277a,1.0
cafdc197849145048e7cabbd0a6dcc3e.446ac8b0ba6c49359f1be373142fcf67,1.0
55594061a8f7430fb07fc281cfccc75e.e89048e2c395447fa7159ef7f71435d6,1.0
228cbf320bf74d88a1839080a9a80e79.70f7431ad633462194c2024ca05db4df,1.0
cafdc197849145048e7cabbd0a6dcc3e.25191f6f658948b184faacc380ee503a,1.0
64b27ba7e5bc46d49fcea59c29e77376.00d6c01d64da41248a2527c7845c277a,1.0
9091db15481d45109ecd42f0f4220dbd.d3c9e2c3a47e46479775954684f347d0,1.0
02219cb05db64427a8fb59e3ef608844.3525332b0f614694be303a3749fb5763,1.0
47c61dc106fe4537b37851383630273f.e6ddd3f30f42409eb58f415843fb4994,1.0
d3e99c7b9817486b967d67a28ede8014.f68508dc91c146cfa6050662abc7adee,1.0
9091db15481d45109ecd42f0f4220dbd.9b475ecf468e4775a11a4258d41e5bb8,1.0
87173eaeeba64e47888e2a9b564893ce.df7bb20eb76445bfbb8a451cad968428,1.0
dd89006c3173497a950fabe3d9309088.79857a0da88e4187a93539de29717e46,1.0
47c61dc106fe4537b37851383630273f.dcf08a523f524444b3e77a32e9e45b1c,1.0
6cf47e4b79d54d64ba8f69a99d8ba075.79857a0da88e4187a93539de29717e46,1.0
228cbf320bf74d88a1839080a9a80e79.f16a414a2b874b00ab7271849d7f96cc,1.0
c1e55109fee14b3ea7630941c51c5523.a4795a2753b54b9db36c833e9b8810a7,1.0
4ddf82eb6e5d48dfaf1df405c3b37a81.5d863777723b40b09e68447f5d49ea3b,1.0
e4a90a96765540069468eb92f68cabb3.7e54bbb5a80a4cd783e31668b2273ac5,1.0
d3e99c7b9817486b967d67a28ede8014.0daa1dd330ee48bea3012ad639363ee0,1.0
47c61dc106fe4537b37851383630273f.00d6c01d64da41248a2527c7845c277a,1.0
8eb77985f2254345ba3c37019b2f4636.b3b9caf7773841bf95534b27ac7fc0ff,1.0
0ea50e90c2fd45a3847eb45c373e95e0.5f5dd81760af445cbb27fc1938402bd1,1.0
4fd933f1bf4142c2bd9850fcf3293b09.00d6c01d64da41248a2527c7845c277a,1.0
47c61dc106fe4537b37851383630273f.b958501e08044dd6be630d3136bcd28b,1.0
c1e55109fee14b3ea7630941c51c5523.f9401f4daa9b4149b9819be5f7cecddd,1.0
00f80ee1fb374d3a80df67b289396f10.79857a0da88e4187a93539de29717e46,1.0
46d93b84c83d4d32a22913698ca88b95.0f9dfe8aac814782a5930ea16e168413,1.0
bd3e2a3a27ff401383c65083c3b948d1.effb31dd6dc54364bc3f6e8e0d530b5f,1.0
e95b8c1438c34798a4ec444e97526748.00d6c01d64da41248a2527c7845c277a,1.0
3e375d8ff13246daaf0540da6e7cd404.e10bbcc1f76a4d64be0981f3dab3e8c3,1.0
9091db15481d45109ecd42f0f4220dbd.44bf3936e47e47ce9a131ade605321e3,1.0
02219cb05db64427a8fb59e3ef608844.bf81a7a372694f1fb82df44eb77b121b,1.0
ede3f631e51f43e2b929dc7a4468932c.00d6c01d64da41248a2527c7845c277a,1.0
09414dac5e1f406aba7afa3a9cda3df6.6ff074cc429a4adfa711056d5ccd46f9,1.0
ef2ad0938519493b87cae8e4eb66d508.00d6c01d64da41248a2527c7845c277a,1.0
47c61dc106fe4537b37851383630273f.4d0ce3b387b4428c90d0bbf5b4aba54e,1.0
03b23c40aa9c427b9452087f62bb407f.dc012966c7f54f32b8c6bc3974834b3a,1.0
b86c4cbd26a647f59f2da5dab49adf1a.79857a0da88e4187a93539de29717e46,1.0
47c61dc106fe4537b37851383630273f.5f6dc3e0a6c445a9943578d1ed578bf5,1.0
d3e99c7b9817486b967d67a28ede8014.0ba25a6795064514927b411f8ddc1ef3,1.0
d3e99c7b9817486b967d67a28ede8014.bc10ae4015904a1dbc2d901aebdcee19,1.0
8ba7bde9a6e54fa691ec69a34fb98f2c.e8da3085c5bc40cd8d2d6ed1c6d7c62b,1.0
4ddf82eb6e5d48dfaf1df405c3b37a81.5592897c7f4146f0894b7c444edcc5d5,1.0
d3e99c7b9817486b967d67a28ede8014.47150a301bb74689a66eded809974bf6,1.0
02219cb05db64427a8fb59e3ef608844.6b7ca13ed6cf43e5b9928ecd551e9ff8,1.0
e4a90a96765540069468eb92f68cabb3.ea933229cb43463582e25d9e3cbb244f,1.0
43b9188c92724c1c9b9a7e75d8f9d2ed.1253bb060c85419ab14221e18d99a5c3,1.0
9091db15481d45109ecd42f0f4220dbd.8184126ddc8a4d2b933ab6d74030e613,1.0
3b9f7ce6c04f4a91abece7e142d11768.00d6c01d64da41248a2527c7845c277a,1.0
a2442895e4f84397adc2795c6a6f22c4.f4ce9e3fcc044f67add2ee9ee6a7aed9,1.0
e86d8daaaf7842d4a7b6a0a26cef0432.722e97ff20a040f8839223f60b5690fe,1.0
47c61dc106fe4537b37851383630273f.01879743c84b4eacb4856eaf7551764f,1.0
55594061a8f7430fb07fc281cfccc75e.d70b79f088644e9c9e8759e52d43851b,1.0
47c61dc106fe4537b37851383630273f.3ce4d4355e0f4b73ad21cafc2ecd372a,1.0
5c82ba99fc21483694050844a8649f50.00d6c01d64da41248a2527c7845c277a,1.0
d404478368d842a4a9a249cfce11815c.a7e34eba060e402e96d69c3c0f9137dd,1.0
e7ef84ab5a4647bc8e693e6cdff0a038.12765aafdd5e4b799ba2ff421fc123b1,1.0
02219cb05db64427a8fb59e3ef608844.46d85ef30a074697a7fe6be0cb2d1dc8,1.0
62c789191edb4db388cc4725f178f52a.957ca0f99ab6404e9dd49bd021d9f881,1.0
02219cb05db64427a8fb59e3ef608844.80447be0d75e497996d655e5494b8fb8,1.0
03b23c40aa9c427b9452087f62bb407f.10bffc15c181428a9498f3285ab67df9,1.0
2f392262967a4988bfbe431075f329f9.4e9fd1f014724776b7bd4f6cf6f9c6b4,1.0
d404478368d842a4a9a249cfce11815c.e00e2059095e4085802c615704c8eb70,1.0
02219cb05db64427a8fb59e3ef608844.f8d291972f234aa99f9f2df156c11bc4,1.0
02219cb05db64427a8fb59e3ef608844.acceb56b16a34988b5156a8510445ae6,1.0
4ddf82eb6e5d48dfaf1df405c3b37a81.001d9340cae04bc4a5707d5c9666bcff,1.0
fe7084d7e1bb4b3f9d2262dc49c4d21d.aa34bf08a08c4aeaaf83e3a288f8da15,1.0
67de8301350246c8a6ea999616f4de22.36733cbffcdb4c518a77c1b7aeda7d10,1.0
ded93a46951a4850856f972c8608ef58.52fd560d35c04642bc7b814e98d35817,1.0
e95b8c1438c34798a4ec444e97526748.d26914a22e714264b829fdb02008c4a0,1.0
55594061a8f7430fb07fc281cfccc75e.c5025e4f420a47d99ea881a532629a81,1.0
c1e55109fee14b3ea7630941c51c5523.0be30285191542029d2692701f176024,1.0
03b23c40aa9c427b9452087f62bb407f.b3b4b06031964c43b39f537b6a4848da,1.0
47c61dc106fe4537b37851383630273f.1411137bdde64e0cbf34e0f26decb64b,1.0
aa983374928c49bf86381595d2fe005c.39af219cc2da4984a498805f27a48e82,1.0
47c61dc106fe4537b37851383630273f.e93bb7687978486797079c01e939fa51,1.0
d3e99c7b9817486b967d67a28ede8014.e02ef414388c409d8b5981d7a778cfbe,1.0
02219cb05db64427a8fb59e3ef608844.4ac4272537284851a61212e81312ff7d,1.0
9091db15481d45109ecd42f0f4220dbd.fea05572647148b580d23b9fd78e2912,1.0
d404478368d842a4a9a249cfce11815c.87f961c5185345a79543b3140c86e47a,1.0
9b7d667746c34e4797a35694a7038680.64abb15f15d44c83aa80e330f6ae5785,1.0
2f392262967a4988bfbe431075f329f9.e6260c3592ab410992d638ac6db09982,1.0
d3e99c7b9817486b967d67a28ede8014.0314646bcab24a8d9307e7bd3b9f213f,1.0
4ddf82eb6e5d48dfaf1df405c3b37a81.79992f53b2a54f6d974dbc79534ae7af,1.0
a1052bdec5da409881412df86c8b6ae2.c4473e86c1114a72a8209158b8d262de,1.0
02219cb05db64427a8fb59e3ef608844.296c7dfd5e5644f3a5230843c0ae8183,1.0
13661f48d222487f814dc3cd15a0ecb3.79857a0da88e4187a93539de29717e46,1.0
d3e99c7b9817486b967d67a28ede8014.cd561d876c0a46e29aeb9eb92fc34e90,1.0
f0511b7a81c9421ba0457346a6df728a.00d6c01d64da41248a2527c7845c277a,1.0
d3e99c7b9817486b967d67a28ede8014.7911b2794ce840c7ab2f66d8d56275b9,1.0
