request type,RCD-SE
6889ecc1ff164eb7ab7bacd7d741aa2e.247c3fe577a6474cb373faae97b3aefb,0.0
66cc39fe7e934bf2bf24ff6f6c559524.e31d61cf14444624b4380ff09ed228db,0.0
a746780cbe9a4506a30b193adb553627.c1a9e0e281a64b4090a1c66f746475e7,0.0
f2c992b455f24fad8da96c17b263e607.2cb1bed9d5334068833fb81550e87e9d,0.0
c06470d77c334cc2830de0e880459058.c1a8d22c1458436e8c4ce65b2df30ceb,0.0
40ffe739f8d347588b6f0ce09a60b80e.9514bf86750446d8a3751c43a2d39f4c,0.0
d83c46df18cb4baf810e55024ce4eb6d.383b0d0d7222440d89fe127a5046f8b7,0.0
ca47653695704b528f85f293f4feea24.76cc624dfcc7466bbb45bb63d65b2df1,0.0
5d0fe221c1314112af2fc8a4479f7e3d.8152f18a8f8b4fbdafdf15e5a4522ad9,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.1d16331e1f484f2bbdc84e21551d2b0e,0.0
62e41f66087a42d08511e07bad22d845.8b0c1dc208f44598a787f62cf34186da,0.0
623dc1ca0abc4eb1bb72208fbaf8d504.d5993e718eda46a3bfba230e1819f765,0.0
cb36b4ebfe2c48078e33f88e2e3559d9.59cded5acb14415dba081470d67572b1,0.0
cb36b4ebfe2c48078e33f88e2e3559d9.4f1ff2299adf41b8bfb1a4d9abf4126f,0.0
40ffe739f8d347588b6f0ce09a60b80e.46a3fbc6f0a5421ca4f673bdd9d9139d,0.0
a75710b40633499998e15ad3796bbace.c1a8d22c1458436e8c4ce65b2df30ceb,0.0
798f19c1081847298effcd84f7367418.92c1cbc138974592909f030c4811464d,0.0
a642cc418ff74700be5fd25a246b2304.7d3e5862f5bb4538b9852756cc31ad44,0.0
89459fc63de549b08918f664273e8b93.694c9b93296e4500973f0a9b6e4413d5,0.0
6889ecc1ff164eb7ab7bacd7d741aa2e.595a67b2af0f4e4ab1f8ba98cdbea820,0.0
d83c46df18cb4baf810e55024ce4eb6d.050b9b6604484478af373f70b01e3e24,0.0
086c8be50f5f4479b800acd002876075.2b263499bce24adeacd1ce389d7fcd28,0.0
615f77405ac842d0a1f32e83826f68b9.9e5473b9dd8c4715820f9b3da64eace2,0.0
09d84c60b7e942abb726bc56923861f7.e0199a2fac69471d9b02f6ef058d32dd,0.0
cb36b4ebfe2c48078e33f88e2e3559d9.52c46631252141108edb86d1beb1d122,0.0
798f19c1081847298effcd84f7367418.173fcaf0e0ad427e9cd86ea090ab0e86,0.0
548b0b05ad484a058d884fc255ea0840.c1a8d22c1458436e8c4ce65b2df30ceb,0.0
d9534052607849d28a437426670a7d9e.fddcaab2ffe24a348b72fd46908f2077,0.0
62e41f66087a42d08511e07bad22d845.7e49b7b3b05e44419e37c5947d8257e3,0.0
89820d92e0424e8ab7286084af8fef91.da9caf24de4044c7bea98ef6bb1a03dc,0.0
93beeff6a0124f67b27efaf98852e048.c1a8d22c1458436e8c4ce65b2df30ceb,0.0
f274c10b8b164ef2bcbb60f03bda3136.c1a8d22c1458436e8c4ce65b2df30ceb,0.0
8d081743f9db4b7c8724d675c2cd6b80.c1a8d22c1458436e8c4ce65b2df30ceb,0.0
ed43b11c64eb4333a0b237da7b90c97d.e729b765d75f470caa364e3f77519831,0.0
d83c46df18cb4baf810e55024ce4eb6d.1d6dbda648194485adaebf05ac1f2950,0.0
086c8be50f5f4479b800acd002876075.86587663285a4f5ca12792f977029a3a,0.0
5f88aaee589e4e01a119f7e6a67e05d5.6be5a50717894458aac4ecab9e66651d,0.0
f1487c21e9d84fe99b2575b2bec8c785.02a9d21fda874f19835f56abfa3e8fd9,0.0
798f19c1081847298effcd84f7367418.83f51d888551480d840ab7ea58731ec1,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.49663c35f7d34e4f894c4b84eba2727c,0.0
59124f87168a4c6e9f0b16848b551288.56a8a70c33c44a24b7635804be59669a,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.59f125c03c204030a4ac886301cb1c0a,0.0
d36c92427637495cb4624a9781dc6ea2.50537059f2b34c9f98a624a15c85347a,0.0
1b203c54747e479e9e91465f82a8943c.c1a8d22c1458436e8c4ce65b2df30ceb,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.4b09ae6fadbf4facb5327c6012521b38,0.0
5f88aaee589e4e01a119f7e6a67e05d5.c85e811998994bcbb0168305959887da,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.ed0140b1e5f6418a97c093db8affd8a5,0.0
897e0fdb7d5f4194b93e27bf75910faa.c46602b4acd34298ae20d06331a36d3c,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.cfb8ff5db0ab44c89da4e984a5478a9f,0.0
a746780cbe9a4506a30b193adb553627.f5f7798444734897bded3a141698a0a0,0.0
d83c46df18cb4baf810e55024ce4eb6d.47319fdb8d254819a1ccf8e7b0986e46,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.7a59892728c840cdbc9e50519276a285,0.0
2f27ea7f00c246ffa02bfe9204b68645.c1a8d22c1458436e8c4ce65b2df30ceb,0.0
d878d0ddb3504d2ba3522f5fb64ad505.56a8a70c33c44a24b7635804be59669a,0.0
cb36b4ebfe2c48078e33f88e2e3559d9.2219e380f9c04f74b54fd1c871410093,0.0
d93fbd22d82c42739013ebe75a08ab7a.e4e383d658a34a9eb0ba7402730bcd56,0.0
8ef9d4198bd34ab69af664feca3174f9.8152f18a8f8b4fbdafdf15e5a4522ad9,0.0
798f19c1081847298effcd84f7367418.f833bef185914e968e68dd973df651b0,0.0
927e81cd78b8449bb016ea73b53e6544.a7f2de9afc404eb38163db79dd9a22fa,0.0
49698b4f23684a569ac46dfe237a1f6f.981ed410759545b6b03c76978f375d84,0.0
0df4b5afb7074fd3b0a1052e8b84140a.9fd28da8d36844f5b237bfc2a5d580b7,0.0
7576a9787d8445c08f0c13b8f9697673.f213ba392aa94c2f99c6e6327899d95d,0.0
8f2615c84084492786c01ff7e7cd62c9.76bd9c2e4b474ffc815ad63f5a539a61,0.0
6889ecc1ff164eb7ab7bacd7d741aa2e.94648fb9620f4a77a41f00fc6d98e52e,0.0
d83c46df18cb4baf810e55024ce4eb6d.3372070f26eb4b62922fe715bffc0308,0.0
8ef9d4198bd34ab69af664feca3174f9.17d74c1130114a4e93ad352d454e73a6,0.0
406814b4b3fd47379a58466f37d4b30e.e0496635e8c54e0591024706ca1f1902,0.0
09d84c60b7e942abb726bc56923861f7.1123ad48dc6e465ba379c0f9a5666081,0.0
6889ecc1ff164eb7ab7bacd7d741aa2e.9452e5985e4a4d4ab6cdd58fb9bd50af,0.0
9368cbaaed1d46d69144dc76268f33d4.c57b95aa727d497db16c032647db7a54,0.0
f038b009648748f79fa7b8636b15649d.c1a8d22c1458436e8c4ce65b2df30ceb,0.0
2fa016ea6387442d8f2a2b3913d6edec.0b84e4ea960048539fcd2b2ad63305b4,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.7594da8ce6a544bbbab892a1b822aca1,0.0
caf05ab7a95b487987f7de7b7ca742ac.a2db693e0712493e86a5ec41aadeffa1,0.0
8f2615c84084492786c01ff7e7cd62c9.e1905b845f7f4e8586a892651efa5580,0.0
47806a685cd34630be105554163760d1.0d475adc4b5441e7a14ebadce4a2f560,0.0
d83c46df18cb4baf810e55024ce4eb6d.8a76392d7fb24d92bda3900f189bdfd9,0.0
5f88aaee589e4e01a119f7e6a67e05d5.25b4e81a616a44a8a00599873b071b7b,0.0
d70e29f964584805b27ec9cab050eb89.33c5cbc7d0d44ea19823b9fc994abcd7,0.0
40ffe739f8d347588b6f0ce09a60b80e.4276bf82dff34da2836a786cb30ff66b,0.0
798f19c1081847298effcd84f7367418.bfa9a79eb36047d1912d272f826e3491,0.0
406814b4b3fd47379a58466f37d4b30e.689769b0c39e4ea8955d2fb538aa35ac,0.0
c36aa7f025174baeb6ed267cf480f3c0.a5ca42639a20433aad1dbe9ab7b6e32d,0.0
7e2f4f65c9b5404b89c624d48d9a30a7.c1a8d22c1458436e8c4ce65b2df30ceb,0.0
89820d92e0424e8ab7286084af8fef91.9aaeb04182f748b0a28cd6836fa41c13,0.0
8ef9d4198bd34ab69af664feca3174f9.a5ba8cb975974926b355e4049be02be3,0.0
09d84c60b7e942abb726bc56923861f7.f68a2ab44bc84aecaefad72d636ed657,0.0
66cc39fe7e934bf2bf24ff6f6c559524.23bdb4f7860d49838bbf741aee5b76d9,0.0
e9c40280b6cd49b58b2a0af41de7ee47.d3554d065b1740e8a1f5f36f58cb815b,0.0
62e41f66087a42d08511e07bad22d845.dab48102a31c4c3189fdbd6a0414e7ab,0.0
897e0fdb7d5f4194b93e27bf75910faa.5abdada59c6b4b53884ba6312751e063,0.0
47806a685cd34630be105554163760d1.583052316f964f6db34740d54f33fe30,0.0
caf05ab7a95b487987f7de7b7ca742ac.e69c533509e34f1c9849acec5a09a48f,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.4e24e722ede44dd3b1442a1dba1569da,0.0
62e41f66087a42d08511e07bad22d845.8a1bbd5b6ddb4fdf8a8b5aa432797258,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.a53a8e4de1f74834b8c1420f16a72b6a,0.0
d3970bd0940f48d8839d57aea926381b.c7460c102f904690bb3a1249426a38af,0.0
6889ecc1ff164eb7ab7bacd7d741aa2e.d3290cf005854e1880258172542a2ad9,0.0
e117a370eac64bbcb6b5b4d58a94c536.c1a8d22c1458436e8c4ce65b2df30ceb,0.0
6889ecc1ff164eb7ab7bacd7d741aa2e.cfb0e44395da4f949d22e6b24a48783a,0.0
ca47653695704b528f85f293f4feea24.a3ffa3d476e744438816e182d501b6a9,0.0
0091edbb928b421bafe58e13b6df2481.e8b79f81b51b4f35927c070035d8b952,0.0
7576a9787d8445c08f0c13b8f9697673.d4bfea4a97c141e2b9e4e548f8d97ba5,0.0
897e0fdb7d5f4194b93e27bf75910faa.a3bd59a3b82c45bf8b0ba9dd20674614,0.0
6889ecc1ff164eb7ab7bacd7d741aa2e.bf57822bfe8a470eb35da9ba10fd9c84,0.0
cb36b4ebfe2c48078e33f88e2e3559d9.871fbf15468b4bbdb1a5b1cd350c72ca,0.0
ebec247c85514f9a9f3c9be6821219b2.4f8a135a35214146a673614c4c4964be,0.0
5433b7d103024ff98c900639b5a82f40.c1a8d22c1458436e8c4ce65b2df30ceb,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.ffb1e6218bc64e579ab53bf7c308ccfa,0.0
813d0da6805a4336866951e2f40884da.beed4100a5004c9fb372440fbb2bc24e,0.0
ca47653695704b528f85f293f4feea24.e8f932c6cd7d40ecad5b77a7562c8691,0.0
9a085a1357fa4134a3ab0f0934f81875.9ae3ec4e6be040bf83dcc0e0e43507a3,0.0
6889ecc1ff164eb7ab7bacd7d741aa2e.04a6d8c2b5ed4f538b280ae91eb2e6cf,0.0
897e0fdb7d5f4194b93e27bf75910faa.1275108faa3943689399cda54d1278bc,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.971929b51a8e499ea2bb9b47ba414030,0.0
ca47653695704b528f85f293f4feea24.34aab6453aa04f48a1fcdf3b65714dfd,0.0
0df4b5afb7074fd3b0a1052e8b84140a.a7313f48d3614ac2a5d5fb7c080f268c,0.0
6889ecc1ff164eb7ab7bacd7d741aa2e.78bef38fbab04c5a9ee6e92f58a579b6,0.0
69de05283d0247858fc024b175268a76.8701ed63da784be2aedcb0c4bc740e46,0.0
897e0fdb7d5f4194b93e27bf75910faa.f9de6e4a6f744c80900e1d381328ed09,0.0
40ffe739f8d347588b6f0ce09a60b80e.675fd9b74b4b4bbfb80ec4980977f01a,0.0
40ffe739f8d347588b6f0ce09a60b80e.61cc6b9f095142749172c58b752d30ef,0.0
dc854ee703874e40b701e53b2cff1649.56a8a70c33c44a24b7635804be59669a,0.0
0db7eaddcdfe40a7a2e9870e2886bedb.1fb5079f0fb94b669569412a9951892f,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.9540ca59d35747a5ae7c5956fafd9916,0.0
09d84c60b7e942abb726bc56923861f7.639c2443556c451a8db78a4958b9b758,0.0
d83c46df18cb4baf810e55024ce4eb6d.dad41c2d49714c2b93b775759b19464b,0.0
5b3236323b0244a4aec7c26191504fb2.96532b03142c452a9b9eef10ccf21cd4,0.0
897e0fdb7d5f4194b93e27bf75910faa.f09675972c604702ba3f28b8edd823c7,0.0
6ee279d525ba4246a9d6c885146a938e.eb3c343a684748fbbbc6534868bb53bd,0.0
878ea1138a9e4a2c8008cf212d66140c.3edd7183e9cb4e518d06705ba18a64be,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.046c1257ed5840e0b89c289404b4f7f4,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.17607c7334704bb982399c49bccd952a,0.0
40ffe739f8d347588b6f0ce09a60b80e.130c257b7858497db957ff5df9edee41,0.0
191d6141800b4e419ba063d4314b57aa.9edbfd5a8bc44d628a41bd0b9f47a3a2,0.0
fbf2548155b44ad48e1e23f8243ec48e.b880ba345a1a4e0db813267fbf7e03ad,0.0
f3496a87e1324ba3b3819213437af034.c1a8d22c1458436e8c4ce65b2df30ceb,0.0
6889ecc1ff164eb7ab7bacd7d741aa2e.1e0c53dcefe64124bb099baa2d6d3d82,0.0
8f2615c84084492786c01ff7e7cd62c9.dbd29b1c09e94303b5fee4b8c3f177ce,0.0
40ffe739f8d347588b6f0ce09a60b80e.8700561307ab4710a366582c9c6810aa,0.0
017a12a6e84f4a5789521db85f07ba1b.a526b60840104ecab8cee194987a7c14,0.0
798f19c1081847298effcd84f7367418.856047081e7e4621b2997fcc8ba4ca20,0.0
cedc33441ec0432691cb2112f159391e.22cc9b1d54bb4206b504b430d0f965b4,0.0
62e41f66087a42d08511e07bad22d845.cf98775afddc4615ae18403bfa57e9aa,0.0
9e233d16de6c48b092dd0cd6aa217a61.01db555f57e2492c8a24bd8132cdb85b,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.8ff1e608145c4497b439c6e2cfd70090,0.0
086c8be50f5f4479b800acd002876075.58e4e9d923164f8c9a9b34f9c6c7d866,0.0
d83c46df18cb4baf810e55024ce4eb6d.a6a9244b5827454384cfd9c30baae7c5,0.0
2fa016ea6387442d8f2a2b3913d6edec.b8052557a33f4a2aa0506d0500d3fd84,0.0
d83c46df18cb4baf810e55024ce4eb6d.72cf267e3c7a40c0a9594bf6e7cf61c2,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.d7ab98cd88444fc8ac7892e3438b1f11,0.0
afc25092917d4a088fdc7f591fa2eff6.7043a4d788b14215af3db4e96a729060,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.d27c01ab1b554e64b3dfa0126a3af2e0,0.0
22635aa8acee4cfe91a6cdc80dac8ba9.22090770f1d44d8ab3b375f4a041a8f4,0.0
1e2e706f38784649b351bc19af3f4477.967db1d3b4ed402d9bcb194cd70e7135,0.0
0f1c831edb41462cb076b6742d462fd0.46afb271aecf4b0ea5202bf98214aa85,0.0
897e0fdb7d5f4194b93e27bf75910faa.da4bfa54f265445cadda00669cf38e44,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.707c1ff8715d42eeb382cef4e8f446e8,0.0
40ffe739f8d347588b6f0ce09a60b80e.b6f9f217e2504c21a4bcaf5fa83e6698,0.0
ca47653695704b528f85f293f4feea24.5380cac5aa3f403a9947d4764450be24,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.8979ee89cd0f4ac3bd45371f5fc52bc0,0.0
798f19c1081847298effcd84f7367418.07ab81386c7d48b5962696f299d63a98,0.0
9a5bc27da0ed4cd492113a734b32a629.20e8502edca84b58945191a75447091c,0.0
caf05ab7a95b487987f7de7b7ca742ac.e976a46e1f2741fc97e4bfca00d0c335,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.189dc8d8fcfb4da2b0d783389cd19370,0.0
32b932bcff0e4ca9ba040b8417421f4f.c9b43ba606044194920315de93e01954,0.0
afc25092917d4a088fdc7f591fa2eff6.9d8a01e53ec844d1b5fdc65c206774b2,0.0
7e12b2729ee54b759b3c5cc803ca7f21.c1a8d22c1458436e8c4ce65b2df30ceb,0.0
ca47653695704b528f85f293f4feea24.a6adc5f46e9b4e9aac6bef1c380d01f5,0.0
6889ecc1ff164eb7ab7bacd7d741aa2e.6eb0685837494769b2e0354da9be4397,0.0
798f19c1081847298effcd84f7367418.07ae9e49ccb54da3931be544453dec12,0.0
2fa016ea6387442d8f2a2b3913d6edec.7bd48adeb1d44784bf92b35e0d2b070b,0.0
62e41f66087a42d08511e07bad22d845.cb5f6eba55a24f74933e678568a1efe8,0.0
62e41f66087a42d08511e07bad22d845.ff40586e4eac49f3a5928cca42ca8526,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.60d256e7e3754cf9b5ad239f2dfdcab6,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.73d5dd3970944058b5034164e7c7c4f5,0.0
40ffe739f8d347588b6f0ce09a60b80e.7772982aab984bfdb5e22dadb8067601,0.0
6889ecc1ff164eb7ab7bacd7d741aa2e.839669b840264ef18ea4990498876107,0.0
ca47653695704b528f85f293f4feea24.05a2090fb25644378ec26377420940de,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.30597dd20b2d4cf48611814b0da1ea45,0.0
40c625373cca47ad987373cddea48e70.5679e1efa0244f10b5023bdb869a75d3,0.0
8d9177359d1646fa943d84195825a730.a0690f77b07e4792bc870e3e2b165352,0.0
8f2615c84084492786c01ff7e7cd62c9.f9bf69dab9e7468ca9fe0b87455f1f6d,0.0
4725dcf727a848a3856928b38f8f1250.55b6f2c3e5e048eda5ff8982f545854c,0.0
d83c46df18cb4baf810e55024ce4eb6d.3b03cc22e61549eb9fd1a34d7df49f51,0.0
c36aa7f025174baeb6ed267cf480f3c0.c693cc0476f54fea9fef3b11a5f33450,0.0
caf05ab7a95b487987f7de7b7ca742ac.04030a4527f7469b84084a3da669b10f,0.0
798f19c1081847298effcd84f7367418.7602f190aa644f8fba0564d9d30b6886,0.0
d83c46df18cb4baf810e55024ce4eb6d.f4fe04f2fd3d4e1585bd63b79b40d703,0.0
40ffe739f8d347588b6f0ce09a60b80e.979ea24387124165bc4350cf8b24c481,0.0
d83c46df18cb4baf810e55024ce4eb6d.072e3f32b7ae4ce5937860a98f08571f,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.e1a18a34bb1a4ee99d49584bb01b749b,0.0
897e0fdb7d5f4194b93e27bf75910faa.83f9e20084f4474fade9b34a2dfd7d1c,0.0
d9534052607849d28a437426670a7d9e.c1a8d22c1458436e8c4ce65b2df30ceb,0.0
47806a685cd34630be105554163760d1.d196dc61be63495186ce1544331c2cb8,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.af63de62bfc54dd389f5639eed615e09,0.0
d83c46df18cb4baf810e55024ce4eb6d.937bd62b084c40d9bf89a6e0efb56046,0.0
62e41f66087a42d08511e07bad22d845.ee17ecf2009b428585c950ba1044d219,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.9644fd38ff8f4f22b56ddbe7aa68e584,0.0
798f19c1081847298effcd84f7367418.cb23bf22550e498fbd33bab25523b69a,0.0
62e41f66087a42d08511e07bad22d845.cf346ec761114a32a3937985e7a83af1,0.0
897e0fdb7d5f4194b93e27bf75910faa.b82d9df827e441558973ff062baf1c76,0.0
ab87d98fb54b48cf9e4b5be167bcebb2.c1a8d22c1458436e8c4ce65b2df30ceb,0.0
a7a163b991c74bf5947d51644005cd57.178773dd3ddc40418bc239b42b97ed12,0.0
1cc64e7725c2434ebf8d8171a0d762a3.8cacece740314ad28be1c6f33fe0da60,0.0
2233bb6bc78b4bd5835db376d88b3771.a4319eef12d34f478e515072611f9836,0.0
f13b44a9fcf242dcb9a1faff00964fb3.55b6f2c3e5e048eda5ff8982f545854c,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.b90fc2d9255c428790b906e95f51422c,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.0ffd145c2e204394b4c7d86cb5fdc4c9,0.0
66250ad1953746f08ee3605328d82999.162e3c76d17f42f5afb3966c1cde1ff1,0.0
02e4f4f5c8a346dbbb46ebf7d54a269d.f850897879f344e5af4cf0503404b8c7,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.01261dd25f0e47ba800e9dc63899f4e7,0.0
caf05ab7a95b487987f7de7b7ca742ac.25f7dca4654f485b9e920241147b0eaf,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.d95af8e5fd444df886de0a781451fe44,0.0
40ffe739f8d347588b6f0ce09a60b80e.895c11217d50497a88931734ea4b355e,0.0
6889ecc1ff164eb7ab7bacd7d741aa2e.b35a7a22576f466e9b41439908dc8d60,0.0
1cc64e7725c2434ebf8d8171a0d762a3.5a25dd48afc94984ae8831d303124af1,0.0
897e0fdb7d5f4194b93e27bf75910faa.a95fcc3e9fca4640a0aa669da7846c9b,0.0
2e03e4b59f324286af529250ab75a9bf.5110efb7dd194c2392849770ab0831c4,0.0
66cc39fe7e934bf2bf24ff6f6c559524.9f12d015250043d7bb667fd829e43ddf,0.0
cb36b4ebfe2c48078e33f88e2e3559d9.b833dd757c4d497cb28de2c0cb3d7280,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.f3e92ecaf57345079e906bd5008be6c4,0.0
d93fbd22d82c42739013ebe75a08ab7a.925d9e59a902412ab5f246242a5e0347,0.0
6889ecc1ff164eb7ab7bacd7d741aa2e.7addd433064b46c286575fab422be9fe,0.0
7576a9787d8445c08f0c13b8f9697673.094d7dca02cc4fc0b72b56b73da2ac8f,0.0
40ffe739f8d347588b6f0ce09a60b80e.f6cbcf03886f4733a26cd1c8155d1bae,0.0
798f19c1081847298effcd84f7367418.9dbf80d1e5fb47bdb018c91c2372ab36,0.0
4f65bd156b324051b9d01ae5927c36c0.c1a8d22c1458436e8c4ce65b2df30ceb,0.0
cb36b4ebfe2c48078e33f88e2e3559d9.47ad214afa1c4e9bb80c299ee3d48c75,0.0
d83c46df18cb4baf810e55024ce4eb6d.9a6ac72820d14e4786eab26623497657,0.0
c36aa7f025174baeb6ed267cf480f3c0.8f73f24a40914574b642fbb8081be633,0.0
40ffe739f8d347588b6f0ce09a60b80e.224a06dc33c7440ea8205972a6148313,0.0
8c041e18fcb2466886d58f4fac41ab2c.b1cea7ae20994817822173daaf85ede4,0.0
2e03e4b59f324286af529250ab75a9bf.b26e2f5a25494696a66a672aa57655ed,0.0
7576a9787d8445c08f0c13b8f9697673.71bf66e709e1433ca15457d2491b7f94,0.0
798f19c1081847298effcd84f7367418.077b7c7d92e74377b3e0ef9c2618ca1e,0.0
3c6ab461aa654d53b1ca52f188a734c3.56a8a70c33c44a24b7635804be59669a,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.36f8e4716a104a89971dc8578bc8ca16,0.0
47806a685cd34630be105554163760d1.4bbb1d3f45b44697bc1ec92d781d484b,0.0
927e81cd78b8449bb016ea73b53e6544.c5e28bcaf3b048369e5c9409f0474dc4,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.aec88e1d4f09455da8f069c79cdcc868,0.0
6889ecc1ff164eb7ab7bacd7d741aa2e.04daccaa62d54920b4a23ea35d6f12d0,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.5e24f1d6cecf4a708a6bbeb7453b83be,0.0
94c1337605bb446c90bc6c8e201e9819.63394cc6784148889349da935a8a5a30,0.0
1cc64e7725c2434ebf8d8171a0d762a3.1eadc147bca142b58eb96348d481bd53,0.0
086c8be50f5f4479b800acd002876075.842435ac6c404476acd075d2b9a855fe,0.0
d83c46df18cb4baf810e55024ce4eb6d.f2cdb0169eac40d5be598f75a4cd8172,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.ad1d64b8787b4119bd9515f4d7ab4848,0.0
7576a9787d8445c08f0c13b8f9697673.0d8f7bed774849fd909759ce6c8ba44e,0.0
ebec247c85514f9a9f3c9be6821219b2.f01f43b76847465bb23d7727d9b2a3cf,0.0
7576a9787d8445c08f0c13b8f9697673.d236a047b68f4cc384916e08ac7ab8b9,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.1dc1c4aa0e1942948385c325e0e76535,0.0
89820d92e0424e8ab7286084af8fef91.16c77c76d832442097fc8b348141dfa6,0.0
09d84c60b7e942abb726bc56923861f7.60aea8ec74ff4decbda9e0078d404df2,0.0
6889ecc1ff164eb7ab7bacd7d741aa2e.4f41ec0eae8e45a5864c645d1234f469,0.0
9ad391e446c1443ba4b8b25a6e8c13d9.f7f8a9abab2645269369822863ae8f1b,0.0
6889ecc1ff164eb7ab7bacd7d741aa2e.739273351a294f17a330e0f7afc1fc9a,0.0
6889ecc1ff164eb7ab7bacd7d741aa2e.051d414267d14609b0ce2e1379739b45,0.0
2233bb6bc78b4bd5835db376d88b3771.e3a02f4f865a4ae38cef8601982b524a,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.b1cea7ae20994817822173daaf85ede4,0.0
798f19c1081847298effcd84f7367418.4e025781f04c45b1af70a1ad3b8fe8e1,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.0bd168b8ab3c4760aae9a2dc53a8808b,0.0
0e7518d9a73344d49ddb20655d86ac6e.56a8a70c33c44a24b7635804be59669a,0.0
086c8be50f5f4479b800acd002876075.efe81e7392274e4ab39ba021ff407e10,0.0
bab2683448e04ef7b2d7a78196cfeffe.4bba8def69b14e9d9ef056b04efdda09,0.0
47806a685cd34630be105554163760d1.8152f18a8f8b4fbdafdf15e5a4522ad9,0.0
caf05ab7a95b487987f7de7b7ca742ac.32411b9c342e49b5ad13432182e826e8,0.0
62e41f66087a42d08511e07bad22d845.ea61ad88580743058359e0d8d47ae7dc,0.0
f2c992b455f24fad8da96c17b263e607.b85a7a171bc6429e9324f1df5c79a188,0.0
09d84c60b7e942abb726bc56923861f7.6d1a76f2e5df4730ba99f8a50080952e,0.0
d70e29f964584805b27ec9cab050eb89.c199f7a5b1ea48589f4dbe3aa66d0cec,0.0
286999be19344b5ea6fa5206ff8ec25f.56a8a70c33c44a24b7635804be59669a,0.0
62e41f66087a42d08511e07bad22d845.d4c770d2f9fa4f98990e27235332977d,0.0
bf4616de7de944ae9bc9be8efd9009c0.c1a8d22c1458436e8c4ce65b2df30ceb,0.0
ca47653695704b528f85f293f4feea24.ffe28eff1cba47bb9e8490df6cb01d6a,0.0
fbf2548155b44ad48e1e23f8243ec48e.1a8ebfc6c4254424b9147b6e13af85c5,0.0
7576a9787d8445c08f0c13b8f9697673.9d23c581f9d0499e8379fa0e98edbf9f,0.0
40ffe739f8d347588b6f0ce09a60b80e.933a3d0ab0c44c76994a8a6e92f8a324,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.ee8803420fa5451293bfb8c276626109,0.0
a4641b2985944c338dec7db1eba440c9.b1cd9dda7265481db7d2574a1c2cd5a4,0.0
335ce475732f410d8b05fc7b73dc6f12.260b35216d054e55a864d2cc93244900,0.0
eef9ec1be80c499c8627ee00a56812d3.c4fd416c9a824b9b8dd471cd55ef8dc3,0.0
d9534052607849d28a437426670a7d9e.98bbce5ce0e94cbd9dfb541fd8d3da45,0.0
96ff4a4dd2244e4c88c9f4c8ac236ef5.f727dc11a2994a218e158c0d3cc9a30e,0.0
ca47653695704b528f85f293f4feea24.540c1e9675d14cda9078341081c17a20,0.0
eef9ec1be80c499c8627ee00a56812d3.8701ed63da784be2aedcb0c4bc740e46,0.0
249aebde0cf549349e8a455b295a4668.5a2bfa6741c641d7850364a8eddf289f,0.0
235a844d83fa4683affbe1d62adf2fbd.8152f18a8f8b4fbdafdf15e5a4522ad9,0.0
