request type,RIN
0a29a293ae7f43e6a5678bfe2a6274ad.d390bfa27c644a7fa22ac14ee2cdf57f,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.5d0accdfec9744cebfe5c0d3835684a6,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.d43258c7b87847979dba9965a2fa8374,1.0
fe0b5dfab9db4a25b6deddff43e379a0.244e6eb41cc9444b895a72f48d32b37a,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.2a7e46d3a9cc496289b204997293ba0c,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.24aa86607e05425eac3c06e958dd0ad8,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.d16de5c22b754d4f9241667dcec47d7d,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.edb2b731e4234df39bb03df3750b91c3,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.e67cf48b57704caaa7dc1effbe8e8ff7,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.70fdbd91b2244fbb8b74843469e1c363,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.db6a498e338a48b0bda96b1e81ce3634,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.1ac7a1f0162a445fbb8356821430fd2c,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.058b72d9e46041a8b1c5ac9935b994cd,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.f2793da2feb349b5815b97799ee996ca,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.621bf40bf077429fbaa9c30f91e7bd0e,1.0
90133ae2cd594306be2dd7e8366a98a9.872e3be6986843499750cd14be2b17da,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.b6460b5281d749b9a8f50807d5856965,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.c047fae7d40c44c9a0a7f5f11ca8b8af,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.1128bcb8ab0e4466bce72487006cd901,1.0
83e5b60efe91477fa5f767cdf30c4c01.5526b5bb22a2450b924488f9bb10b58f,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.098abe1cd76f4d0ca29bbeb03e268698,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.850da6852c894129a2c788f86ae704e8,1.0
fe0b5dfab9db4a25b6deddff43e379a0.4336fa9f3fe14b4bbc8ebf9f7955409a,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.7a34815883ef42ccb3a7fa1cbf8a22df,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.da6d808f6eec490198b117ace28485cc,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.2d99b3ea898d459882975cc7d954396d,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.00d40653660144c4a8d1e9a56477cb2e,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.9579445bf85b496db16854dfdc689633,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.dc05655914f348878aba845724c91155,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.60792b0dc2cd47938b8b79b0ab8a07bd,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.7a13daf3a53f4a599dd7b06a637c03fc,1.0
7448396e800b48649223d2e4798e03e6.b579d879dc5841409c65a7f21b63de50,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.8df49ff1224548ce8d690407cb29f297,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.f27d2cfd56ba48eabb30878387df1c2c,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.5de9c9a03394439fa99823346c96530d,1.0
1a7d6dc174ad45469048cbd580c67e36.6cdf6e5157a84f53af913790d8aaf285,1.0
7448396e800b48649223d2e4798e03e6.e3915aede2f9414f8be63be3b295222d,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.cd428ca25eeb4ca88a1137a92ca284f3,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.5a3784e9fbc84ca59ff6a2b0bd1941ef,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.837fc34c5c6f4497a0e76a3133b4bc99,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.7bcead82ba484224b7dac76a3e8f36c6,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.ce3721efc95f4b4faf3376c12f4eb8af,1.0
423b36c01e15449889aefcb350fc9293.f0312b148570483d91c2480c30d7af01,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.59756eeded9c46ca8f3de47ad124b45f,1.0
90133ae2cd594306be2dd7e8366a98a9.11d4b317ca534ddd89c9215bcd4d6f65,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.1832fedc34164eac86b05df9e0b24af4,1.0
cc0f327c8e504e4a9c5aaff0c0652d71.696aedaa6dfa47fda2516d7f5e3c1981,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.a30242527c754f62bbdf856422adf5ee,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.35862c275ae04df7bd0074ef22d88f4d,1.0
1a7d6dc174ad45469048cbd580c67e36.f0c0423073714318822bf39aec81debd,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.5beb911723e64b79b36e2e48094ef011,1.0
e0e337cb216f4737aaab72d03b2bcfc2.5f3db34ef1af4254a265b0979f1dec92,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.dbf22b3293a743fe93689ab3413ced25,1.0
c44ee1d61c294b4e857d27b94c3942e5.dd8574b9d6ae4a3bb54efe01fc562759,1.0
86141c6c1ca0424199a2b99139be183b.dd8574b9d6ae4a3bb54efe01fc562759,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.440d455576a246eb84e949f9be101d5f,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.d48c8004d3244a6683d03a38ded367df,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.2c1a8845a6234ec7bcd7740b21f4b41b,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.733ee0ed046548b59ea054c2cc4b04dd,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.81c85815df914a86b57aea49f055d717,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.bdb20fb0d17848cab00ff0065fc6ba2f,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.c55a9f18ccba4506993edcb3571b0ffe,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.daf2b03a3f544bd79e85570c4d36b63d,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.8a974acbd9214311be3506c0b0956316,1.0
423d8562e18e4da8b8bc44a817e759c2.b1c45317d0d047368029518058401d7f,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.afda40a2a0e341caa4326ce5cd633430,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.ef4b9173a8a94d08af5500e769cd015c,1.0
b91ccfa6aecb40e99b36fe9f0b999fd6.918be944b2724fe0ba964d662bbda581,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.0b595dab0a6146c3b5ec8b340b15baf6,1.0
cc0f327c8e504e4a9c5aaff0c0652d71.f82b459e584a4584aa330fa5bd4902db,1.0
506b7918bbe84430b9dd21ddf446aa32.9084f15c44f54b7082dac5994506d7c9,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.f493b8dab3f8473794d153f622dc78aa,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.9ee464f494d34c3cbaead6e69dd5a1b9,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.5ae9b3d4f58f43109e75b5f0acf3481d,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.81230db001c14d1b94d0162c58970f0e,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.15f8ae1d336549b297ade9ce998a9c3d,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.d6bcf088e0204e59b37eae78d86be0d0,1.0
b91ccfa6aecb40e99b36fe9f0b999fd6.e38ca98d709d48b8a62afb821c22ab14,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.05ed8ea66ba3483dad1da62c01c17fb0,1.0
41f52d577cbb4fc095b1e3d0027dcab5.40f272e5a43d4bb2aa38480fee3dd5da,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.1f40186eea9c4186ae332eb537b68c67,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.27d103e720d6454889a4f5949cbf9efc,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.c0665353b4a547c1841015001f285719,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.7660a75aa34040cca699c88b7fb75924,1.0
2a27a97bf6b948f4b02f8c278335e6f4.8c3737848ebb4377b712374aec529ad6,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.59e5d6fd0bb74b30bbcbc7d0c99a8fdc,1.0
90133ae2cd594306be2dd7e8366a98a9.0e87e62efd5e47f8b0c366d09cef0231,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.1084fe543f844e418ebe9c7761fe03db,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.d4b70dfeceb44360b1ff7dd5087c8078,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.8a28892aa5f642f7b63ec8e8845c1ec2,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.2627449afc5243f5a9a5c8cac5c55ff8,1.0
0af303ca12f74cffb704f28d649ecb48.053a77228b534bd59843915f38c657ed,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.b65a7ba839c546b792017417364c9fba,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.5d18b22293324d70821a960b7b5ffd32,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.db538db2a0984c99a05d416cdf763b7a,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.deae6c31ca3d458ebd23275fce8e2eb4,1.0
46484f943b9840568639b5c11cd9c082.29b15e3981e743168eaf962fbb1c9d05,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.968e7d00ce1d45e88b9b19f180f401bc,1.0
a4155b0dd30c4452b9b1ede892030cac.40f272e5a43d4bb2aa38480fee3dd5da,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.c686409085964dffab0a3287a157ea06,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.1527e989a7ce449b873abc6ebad15c6a,1.0
12867b57696747a5bbe84751650fba14.983d36132db84fdba6b3a057133a19fa,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.b41394c391674a32a2b9605e4cfd6a1c,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.45221f4c777e440c86333f5219ee3b8f,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.184da3270af54f20829e5df2d67bd047,1.0
90133ae2cd594306be2dd7e8366a98a9.ead1231f402c420ea23204fdc77eb23b,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.709d69b472fe4620ad479ac1de58ff4a,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.a93d262f2f964e829c65f783f0a8e299,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.f571def17d344517942c8cda0223fdb2,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.59d1b5a581af47aebf56987dc54749b5,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.9f42af53a0c4461ea63781b36ce5ce87,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.c6a892042b7441ad9e49a57340214efc,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.0c7ac386c70d4478be57c9c60bf4b57b,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.7d5f7518bcde48e88e06f2e638ac8567,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.eb4def21aac1433e890d084330de9598,1.0
b91ccfa6aecb40e99b36fe9f0b999fd6.488a6472b8f5474685efa56573d96953,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.25875cde197a4aa7b7e66c2c2844beff,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.3dc7b272911e4415834e08f790b2c0cb,1.0
83e5b60efe91477fa5f767cdf30c4c01.b0bb8ae37438438da2cf520bc1b2e956,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.cf65fee0e98d4f08ba8c1eaf8adc97f4,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.f34531e68b864bcf9d72205e6891ac27,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.0162035aaf57404daa903d27c5d72705,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.36d5b82cc4c74c1f9d123d2a2dce4540,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.9a917973bad245e2b3a311a24592230c,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.f4844cd54bab4f708635066ea40b2171,1.0
7448396e800b48649223d2e4798e03e6.b33d224fd77a491aaca857aa5f8bb835,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.de3c32600ca24691970856f98050076e,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.e827d687a604497e8951bb807f4c2c3e,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.980c057feecb40119b797b9d463398c4,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.f2bc51bfa2be4fe1a6054742b2be2e31,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.3324bfa62e8c4dd5b22af834a12ca3c5,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.45b7040b5a3d4e7db9a5d6007d0b1712,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.ada53596013b4566a7188261f0cd672e,1.0
90133ae2cd594306be2dd7e8366a98a9.277b17d17a564df89d2f077c136f1406,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.9e1979bbafd14922adaa98ee7f092ab6,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.08dff1fe06e54cdfbf222e31ec3eb6a4,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.84390ed04ba84e72a050a44c9758ec67,1.0
7448396e800b48649223d2e4798e03e6.79cc9af84c1740a5a11d9c4ad2caf011,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.dc78aea775c0416785c85d0b538c573f,1.0
d24d0dc9413b4dd290e6756f27b8a2a0.7ec612b849294db4b48b2e6e18be7da0,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.f1b9c0f61cb14482aad4b344b028031b,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.c72f3983636a45d482299bd2e644296c,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.dafebe5e4a5944e390f6ccb4dadd2f48,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.c5500789ad59422fb7fceb42b71fbf17,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.041be323fa274dd397b4e72ef9cb2311,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.d7446689a4954e0da3183f6f0376f5a2,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.0988b25c4654437faaf27518a38513d5,1.0
558ad86b82ac47818878f0a45f0fb642.ccce1cba587c461a8f6468130245c97a,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.3f859c152d4f44dab0948680dca2052b,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.07939d4fde1243b1a0f86aaeec925c5c,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.e2c323bede624f9ebe61cdb586a22a63,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.591a459154e043b1a2da48793ce5eaa9,1.0
7448396e800b48649223d2e4798e03e6.a1417e55b78e4220b517aac040367944,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.b2a00ad8e3c04338adaa96498b0223c1,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.e2330a8751b4468ca5a8eb6229ecd5dc,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.8d6ce0c2ca29416183613202d3ffac12,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.0c0a22bc01214baf9d4fd7fe3a4ec330,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.5bc9433eae824777aa32c58148698b30,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.88f0044a74974e07b0fdf7f09779e289,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.a66ab4164dda4ee88da5dc241e489e0f,1.0
90133ae2cd594306be2dd7e8366a98a9.2c2010a302644080a5bd25b9af12bd5c,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.754c0490cd7247bc9685afb481ff78bb,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.979886ea7ac44431a741fe8418dc25a5,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.774d051f49f448db99f781580b55a9a2,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.310a61ca479a47c79a8c03d9517bc12d,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.5d21912c090c4f0da1537637b923ee05,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.c1f1f29606c64e9e93a0f358645a7238,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.08105fa1932b4af6b04e2b9f63afe51b,1.0
2a27a97bf6b948f4b02f8c278335e6f4.476c9d2ecb4047549677501806741403,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.146837e991f24f71bac00b52599d77e2,1.0
0af303ca12f74cffb704f28d649ecb48.672118b7badd47809d25d3aeebf40eba,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.1eb4504deb884e6d9f0b263fd0d74a8a,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.c6e7688f9137414d9ed9bfcf1a23aa20,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.9507006300894f54a4b49d9a265635d4,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.ba9511f3b14d444ab2d7a22a6ddd5d3b,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.92f609708f884eb8824ab7bec3c09b46,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.50c083c5713d496fa3023db0753b8832,1.0
d24d0dc9413b4dd290e6756f27b8a2a0.bf8d679057c9494ca14cd72691f1961d,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.c18be024c39a440b9d15e7c67d78b766,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.08c895f2379b415589480f9bad589cc2,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.3c1ad5e5b1a2493faa1b323f2d78d158,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.eed1439c6f954e24bb452846f23b086c,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.f32a19397ef64912b05258538522f856,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.4f95d442d90e44a18b966dc68a0890ad,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.939b4832bace40018c54c5c1e433e9f9,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.24b936035139451f89aa7ca00f2d41c8,1.0
b0ee407dad4248bf90947f496fac7732.14658ef941514945a28f16b8670cd7a2,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.fce87f114064473da72bb713693b7dde,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.466bcec3ca544299ac5f95d9f51f4ba7,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.909532effe6d499ca91944dc5db911a8,1.0
15673e2d9ef5406f9b18eae317e89913.b0afdeea94de47eba5abfa7e371af5b2,1.0
cc0f327c8e504e4a9c5aaff0c0652d71.682ced4d60cb4dd299bc955fb99d102d,1.0
0a29a293ae7f43e6a5678bfe2a6274ad.cb0475aa04104f459e2c71530132cb1d,2.0
0af303ca12f74cffb704f28d649ecb48.4f86cd7d2a304b559a26f2c6d311eb8d,2.0
0a29a293ae7f43e6a5678bfe2a6274ad.7119382d7cb343749a2c02dae4dd84a3,2.0
0a29a293ae7f43e6a5678bfe2a6274ad.b487d06f06dc474e83a6170a14a97921,2.0
0a29a293ae7f43e6a5678bfe2a6274ad.d311e8614e9d4f068b92f03abc2efe9d,2.0
0a29a293ae7f43e6a5678bfe2a6274ad.e2727e4214124b56a1ed589e5035cdb2,2.0
0a29a293ae7f43e6a5678bfe2a6274ad.673dd2c547c74f60a38c2b2be5709c9c,2.0
0a29a293ae7f43e6a5678bfe2a6274ad.a7c4a0b2567c458b8c2dff2aa8a71019,2.0
7448396e800b48649223d2e4798e03e6.8f72c1272dbb495f9552b7c329242b3a,2.0
0a29a293ae7f43e6a5678bfe2a6274ad.0257a46b9cda4f6fb401b377e187ee8e,2.0
0a29a293ae7f43e6a5678bfe2a6274ad.90ee4399c6574e5bac0ab3a7b6f612d1,2.0
0a29a293ae7f43e6a5678bfe2a6274ad.d924088a6ec449108cd1b14aeb4e061d,2.0
4ad89a85e6df4c68b5895450f7bd2686.f56946f999c64be7a771def512024c69,2.0
0a29a293ae7f43e6a5678bfe2a6274ad.eae5c462f05b4de6930d0db69005cadd,2.0
7448396e800b48649223d2e4798e03e6.135a1ecd7db5490ea60a74ff1bafb3c9,2.0
423b36c01e15449889aefcb350fc9293.c55cb60ba93542e38b4286fd80dfcaf8,2.0
4ad89a85e6df4c68b5895450f7bd2686.87ccde2725cb4679ba84ec57d0a237bd,2.0
0a29a293ae7f43e6a5678bfe2a6274ad.d55e4f2f0863458682a897c2a4adf771,2.0
0a29a293ae7f43e6a5678bfe2a6274ad.3f3e66ac74cc483ba2f2f2e16ffda158,2.0
fe0b5dfab9db4a25b6deddff43e379a0.cf8fb074a4a14cedb95bef768cf30903,2.0
7448396e800b48649223d2e4798e03e6.5d9ff1c377e44135831ec397d9785c9e,2.0
0a29a293ae7f43e6a5678bfe2a6274ad.59f719e89e304a2d95d63e4f56f08bb4,2.0
0a29a293ae7f43e6a5678bfe2a6274ad.fb57f9015b2d40f485e7bcc563e90346,2.0
0a29a293ae7f43e6a5678bfe2a6274ad.4c6ad1b161904aa89ec0598272ff0ef9,2.0
0a29a293ae7f43e6a5678bfe2a6274ad.706883d48adb4b8cbb96e8d3d1776750,2.0
90133ae2cd594306be2dd7e8366a98a9.56d510e943ef49379b92f0955e252831,2.0
0a29a293ae7f43e6a5678bfe2a6274ad.50b8ed5a139d40a88320c95682bcba33,2.0
90133ae2cd594306be2dd7e8366a98a9.a7c4a0b2567c458b8c2dff2aa8a71019,2.0
0a29a293ae7f43e6a5678bfe2a6274ad.b0012cc1b03e404f9d316c3a2fd5976f,2.0
0a29a293ae7f43e6a5678bfe2a6274ad.7ded07c590404c92a5db86cd95cb3bbc,2.0
558ad86b82ac47818878f0a45f0fb642.b984c29d8737405e93939cc5017fdf1c,2.0
0dd6fef1d1284f8f90eb482354f6ed97.a0d839e55d81408f9681e7b2ac0aedf5,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.e9520cd0d8b24912a5312ef7570985e5,3.0
0af303ca12f74cffb704f28d649ecb48.bab8169d277d457ab3536d32db54ec87,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.9227edaddf87487fbda5555f197f9e5e,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.ee154ead56c945b782629a6075ea9cbc,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.e88c13f9a9404c54976d786a78368676,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.87234e6544f5484690352aaffee170f4,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.c74bcf7fef81422b85e8b61a30ed2c8c,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.3fd517c128a6445192ad92e7a55e0697,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.6d5b0f52d10a4958bd13f1fd52338bf6,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.97aa9a01321b4c1982a0bff7f194cc0a,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.818fb11a7f22456ab8257de914967b4a,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.50380fbadc48491cb2716f43e2100ed0,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.09ee4db06ae7403abe3fd1e30d303ed7,3.0
f2a0d8446e714e19aa12a11e4d527880.7d9e56b153d94fd9a2df62239f0230fa,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.a1e2edd725f346a3bbbe5750217e3555,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.8caccca0029f4b7a88ac75b8123cd861,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.a8517d0ed9ab4895a97cebe9c15cd874,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.d08ad2add4ce4dbf9a86d60ff8a3a399,3.0
90133ae2cd594306be2dd7e8366a98a9.973c0dcae701415285685f3abc269bbf,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.7098ada76f32409593d6a6244c426612,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.4dc022a8225b41978da06b292f3873fb,3.0
f2a0d8446e714e19aa12a11e4d527880.762f45cd8def4e79af01e0f61bec14c9,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.c3f433df965c41ea8940365eadfe21a9,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.3ab872b905fe4fc6b3673edb490aedb7,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.818fb55f0c004dc38c4753c35f9b20b9,3.0
1a7d6dc174ad45469048cbd580c67e36.d69f7ecac124428193ff3d9e182df3f4,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.cf56c7a4c16e480da14e39abd8abd17a,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.80bca621dbe049fd97cca0d569557bfb,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.6872b806c8ee4457883c200ad656f6e1,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.a04983c15ba145b5a5dee618a599f29f,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.76c9da2f66824d7797bd97a6cd014a24,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.250d1c38a3fc4b7f86abd49336b6a902,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.e2f4a537b5c148caa42bdbbc69f23690,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.d8c83ba15e4a463daf2b8bc6f0ff1024,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.232af75e83e74625b049386841851ec7,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.bab67bcd3c3e439a9bc6ca6cc1aac1f6,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.29f6779bea924af7ad0b79ff876e3d94,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.94ad5f70f5b84adeb4700924705a1811,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.6d475c422b8f475a97c48560fe9d0478,3.0
506b7918bbe84430b9dd21ddf446aa32.d69f7ecac124428193ff3d9e182df3f4,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.d005a9b8a7d2423ea9d229a0be642dfe,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.6257e06b696a4a569d189bd947cb0639,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.f79f1e1be3684ce4a0eb75c15cd84a0a,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.7dddbf7469b8490ea535e5faee1127db,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.8b58cfa1299d4e24a78109f4e0cf27bc,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.cd09bb0b36ec4f8f97cd4f28e77782c5,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.4cab78dccdd049ed8a1b58177c1af053,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.406e9c765ba24a58a19542eeb6c9ba30,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.4852d7b12faf42e0a873c044a57acdac,3.0
4ad89a85e6df4c68b5895450f7bd2686.8373293a860e4948a16041e83981c1af,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.2857d417d773480f8c37fca7cb972a3e,3.0
7448396e800b48649223d2e4798e03e6.7d9e56b153d94fd9a2df62239f0230fa,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.556b9ee3f88e420fac937baa1cc2f98b,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.9297155448064c0cba0a37da780c687f,3.0
0a29a293ae7f43e6a5678bfe2a6274ad.673489e2cfd6444499badc0f712442ee,3.0
